num,name,shape,color,text,text2,code,form,company,image_url
316,로젤민연질캡슐(수출명:EROJELLMIN),타원형,초록,ALPHA,,200301993,연질캡슐,알파제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mp3yEn24Bo
317,로콜연질캡슐,타원형,주황,MML,,200502669,연질캡슐,명문제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428171237500176
318,로파인캡슐(로페라미드염산염),장방형,하양,TG LOPA,,197800212,경질캡슐,태극제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148604293243500073
319,로페도에프캡슐,장방형,노랑,MTS 로페도에프,,201604010,경질캡슐,(주)마더스제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147446607885900081
320,로페랄연질캡슐,장방형,갈색,PK-A,,199702618,연질캡슐,(주)한국파비스제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661651931000064
321,로페리놀에스캡슐,장방형,노랑,로페리놀S IB,,201604211,경질캡슐,일양바이오팜(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147541209851800129
322,로프민캡슐(로페라미드염산염),장방형,하양,LPM LPM,,197600412,경질캡슐,영일제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N-191WfV1w
323,로피딘캡슐(로페라미드염산염)(수출용),장방형,하양,white LOP,,201404888,경질캡슐,(주)화이트생명과학,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426948856300177
324,루비돌플러스캡슐,장방형,파랑,Wal C51,,201602120,경질캡슐,오스틴제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154756236810300095
325,루치온정50밀리그램(글루타티온(환원형)),원형,하양,50,LU,202001466,정제,대한뉴팜(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NNuh6mJnUg
326,루피엔연질캡슐(이부프로펜),타원형,파랑,LCB6,,202005496,연질캡슐,(주)바스칸바이오제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6D7i
327,룩스린에프연질캡슐,타원형,갈색,LXR-F,,200704406,연질캡슐,태극제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661654875500096
328,리게논-큐연질캡슐,장방형,갈색 노랑,SI LGQ,,200402581,연질캡슐,신일제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427269602400139
329,리나치올캡슐375밀리그램(카르보시스테인)(수출명:HyundiolCapsule375Mg),장방형,초록,HDP RIH375,,197800466,경질캡슐,현대약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151326603582900051
330,리나치올캡슐500밀리그람(카르보시스테인)(수출명:HyundiolCapsule500Mg),장방형,하양,HDP RHC500,,198301005,경질캡슐,현대약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151326603582900057
331,리도펜연질캡슐(이부프로펜),타원형,초록,MK LP,,199701416,연질캡슐,(주)메디카코리아,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PPW465z8F4
332,리드콜연질캡슐,장방형,빨강,Leadcol,,201400325,연질캡슐,(주)알피바이오,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6NGK
333,리드펜플러스연질캡슐(덱시부프로펜),타원형,주황,MMDB,,201403460,연질캡슐,명문제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154596854345600173
334,리드플루연질캡슐,타원형,빨강,리드플루,,202201615,연질캡슐,(주)서흥,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O43E2UCmxX
335,리렉사정(수출용),장방형,하양,LCB,L8,200502310,정제,(주)바스칸바이오제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148682304213600123
336,리렉스담정,원형,하양,R3,,202400351,정제,한미약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFs8aw
337,리메부틴정(트리메부틴말레산염),원형,하양,CP,3,200003409,정제,(주)씨엠지제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427723389300085
338,리버골드에프연질캡슐,장방형,갈색,LVGD,,200400462,연질캡슐,(주)대웅제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428312450900173
339,리버베타연질캡슐(수출명:ganliver),장방형,갈색,Liver Beta,,200600412,연질캡슐,(주)서흥,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154151885634000024
340,리버엔에프연질캡슐,타원형,빨강,리버엔F,,200906256,연질캡슐,(주)서흥,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153624840697100061
341,리버치온정(글루타티온(환원형)),원형,하양,GT,MDS,202302791,정제,메딕스제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFsAZX
342,리버칼에프연질캡슐350밀리그램(밀크시슬열매건조엑스),장방형,빨강,PK350,,202200851,연질캡슐,(주)한국파비스제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N-M7iZWRSf
343,리버칼연질캡슐,타원형,갈색,PKF,,200301855,연질캡슐,(주)한국파비스제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6MNh
344,리버텍트골드연질캡슐,장방형,초록,HKLG,,200904697,연질캡슐,한국코러스(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151499405691800068
345,리버파워포르테연질캡슐,장방형,초록,SC200,,200903043,연질캡슐,아이큐어(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400080
346,리버포유연질캡슐,장방형,초록,Kb LFC,,200403719,연질캡슐,(주)경보제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428307461400098
347,리버플란연질캡슐,장방형,갈색,리버플란,,200901818,연질캡슐,(주)서흥,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426411393800137
348,리보렌에스연질캡슐,타원형,갈색,YI-RS,,200402297,연질캡슐,영일제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oi0VcHL096
349,리보테인정,원형,분홍,CA RB,,199802671,정제,조아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151853651029700034
350,리액타민연질캡슐,장방형,갈색,RATM,,201801922,연질캡슐,(주)서흥,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154817162448400029
351,리액트프리미엄정,원형,갈색,IY,RE,201309804,정제,일양약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426794354400015
352,리어스탑캡슐,장방형,노랑,KB RS,,201905873,경질캡슐,경방신약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1M-CjqQQRc_
353,리포유정,장방형,초록,HUV,,201404287,정제,(주)휴비스트제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NYnLMpxg72
354,리피클연질캡슐,타원형,주황,LPC,,200004038,연질캡슐,알보젠코리아(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147809045897300021
355,린아스장용정(아스피린),원형,하양,LAS,,201307061,정제,알리코제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PT2fGfm4xO
357,마가렉스정,원형,노랑,MGA,KN,202201105,정제,경남제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OCxjzi8s98
358,마게이트정(알마게이트),장방형,하양,IKA,,201900100,정제,익수제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6Hsh
359,마겐정(알마게이트),장방형,하양,M^G,,201800515,정제,(주)시어스제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MYVLzDTTY9
360,마그감마맥스연질캡슐,장방형,갈색,MG MAX,,201901436,연질캡슐,구주제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MhB3k2XNc-
361,마그네비정,타원형,분홍,MG,,201708055,정제,한미약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PFJiEnypkw
362,마그넥신연질캡슐,장방형,갈색,CMP MNX,,201701043,연질캡슐,코스맥스파마(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149287456392300164
363,마그라민액티브맥스연질캡슐,장방형,갈색,ID Max,,202107155,연질캡슐,일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PEPKBUcjIg
364,마그라민트리플액션정,타원형,노랑,ID M3,,202107129,정제,일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OJdSQXzgvJ
365,마그랑비연질캡슐,장방형,갈색,MGR-V,,202200864,연질캡슐,동아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1ODWhLtN5zt
366,마그로디안연질캡슐,장방형,갈색,마그로디안,,202106999,연질캡슐,(주)서흥,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OctJqJAsgS
367,마그로민골드프리미엄연질캡슐,장방형,갈색,마그로민,,202106818,연질캡슐,(주)서흥,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nx4BuwxtL5
368,마그롤연질캡슐,장방형,갈색,마그롤,,200905423,연질캡슐,(주)서흥,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426438997500164
369,마그맥스연질캡슐,장방형,갈색,D-W MGX,,201405110,연질캡슐,동화약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MnrcaZ0p8l
370,마그메코정,장방형,갈색,GMC,,202302653,정제,(주)이든파마,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OnUY_VtDMT
371,마그메타연질캡슐,장방형,갈색,META,,202108167,연질캡슐,코스맥스파마(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O0bxj5FjnJ
372,마그밀에스정(산화마그네슘),원형,하양,MAF,,201403242,정제,삼남제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426889104800092
373,마그바이타민연질캡슐,장방형,갈색,M바이타민,,202107278,연질캡슐,태극제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O1A3H02k1s
374,마그벤맥스연질캡슐,장방형,갈색,마그벤MX,,202103608,연질캡슐,동방에프티엘(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NeFqpW1gaw
375,마그벤연질캡슐,장방형,갈색,마그벤,,201501637,연질캡슐,동방에프티엘(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427021629400186
376,마그비맥스연질캡슐,장방형,갈색,YH Mag-BM,,202104379,연질캡슐,(주)유한양행,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nk2K_pikoi
377,마그비연질캡슐,장방형,갈색,YH Mag-B,,201307920,연질캡슐,(주)유한양행,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426729915800105
378,마그셀연질캡슐,장방형,갈색,KS MGC,,201308377,연질캡슐,(주)에이프로젠바이오로직스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426742408200085
379,마그스연질캡슐,장방형,빨강,마그스,,201507585,연질캡슐,조아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NoOiJmZVNF
380,마그아민골드연질캡슐,장방형,갈색,마그아민G,,202301174,연질캡슐,동방에프티엘(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OYyh_ORdCe
381,마그알파연질캡슐,장방형,갈색,KD MG,,202200799,연질캡슐,메딕스제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O0bxj5Fjx9
382,마그엔뉴연질캡슐,장방형,갈색,MgN,,202202104,연질캡슐,경동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OFClXzKbXs
383,마그엔지연질캡슐,장방형,갈색,마그엔지,,201503600,연질캡슐,일양바이오팜(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427082737900078
384,마그엘디연질캡슐,타원형,빨강 주황,YSH,,201401904,연질캡슐,영풍제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mf9b53DgsD
385,마그엠정(알마게이트),장방형,하양,MTS,5,201706490,정제,(주)마더스제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151525327782000034
386,마그오캡슐250mg(산화마그네슘),장방형,하양,Mgo 250,,199901457,경질캡슐,(주)한국파마,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O2N2RQumDr
387,마그오캡슐500mg(산화마그네슘),장방형,초록 하양,Mgo 500,,199901458,경질캡슐,(주)한국파마,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v3o7
388,마그온맥스비연질캡슐,장방형,갈색,마그온맥스비,,202200438,연질캡슐,(주)대웅제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OmM2OP_0WE
389,마그온연질캡슐,장방형,갈색,마그온,,201700293,연질캡슐,(주)대웅제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150108271437100164
390,마그온플러스연질캡슐,장방형,갈색,마그온PLUS,,202200437,연질캡슐,(주)대웅제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OmM2OP_0Vy
391,마그원매코정,장방형,갈색,MAG,,202401039,정제,아이큐어(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PH3EekafaS
392,마그윈큐연질캡슐,장방형,갈색,마그윈큐,,202201563,연질캡슐,메딕스제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTUcQ2
393,마그칼연질캡슐,장방형,갈색,마그칼,,201705249,연질캡슐,코스맥스파마(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150470345187400093
394,마그큐엔연질캡슐,장방형,갈색,MAGN,,202203241,연질캡슐,코스맥스파마(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1ORg8QAQKf3
395,마그킹코발정,장방형,갈색,MGC,,202302667,정제,(주)넥스팜코리아,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OnUY_VtDbp
396,마그탑파워연질캡슐,장방형,갈색,마그탑파워,,202000310,연질캡슐,코스맥스파마(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N2lHOy4OLU
397,마그토닉연질캡슐,장방형,갈색,DCMT,,201308173,연질캡슐,(주)동구바이오제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152104201649000004
398,마그토벤연질캡슐,장방형,갈색,MTB,,201606492,연질캡슐,코스맥스파마(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148431162903300142
399,마그투연질캡슐,장방형,갈색,SNP MG2,,201604413,연질캡슐,(주)에이프로젠바이오로직스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148007720779100063
400,마그포스맥스연질캡슐,장방형,갈색,MGFM,,202200834,연질캡슐,코오롱제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O5i42zbIii
401,마그포스액티브연질캡슐,장방형,갈색,MFAC,,201802334,연질캡슐,코오롱제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153814921631300007
402,마더스민정600밀리그램(디오스민),원형,분홍,MJ,600,202303394,정제,(주)마더스제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Os35onWpmh
403,마더스민캡슐(디오스민),장방형,초록,MTS D5,,202001036,경질캡슐,(주)마더스제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nax--xeaTl
404,마더스아스피린장용정100mg(아스피린),원형,하양,MJ AS,,201803431,정제(장용정),(주)마더스제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Otfi5Stu5T
405,마더스코연질캡슐,장방형,초록,마더B,,201900742,연질캡슐,(주)마더스제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MmZCvzws2Z
406,마더스코프연질캡슐,장방형,파랑,마더C,,201900744,연질캡슐,(주)마더스제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MmZCvzws1z
407,마더스콜드연질캡슐,장방형,빨강,마더A,,201900743,연질캡슐,(주)마더스제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MmZCvzws39
408,마로겔정500밀리그람(수산화마그네슘),원형,하양,CA MAR5,,198802327,정제,조아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151568446858300082
409,마로씬정,타원형,하양,MLS,,202303360,정제,(주)바이넥스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OtplggUuk8
410,마로엘정,타원형,하양,CAMAR,,200302007,정제,조아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428297736600156
411,마메이드정,타원형,분홍,NP,,200807312,정제,대한뉴팜(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427868771300193
412,마미센스정,원형,갈색,mom,SI,201606430,정제,신일제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148388284331200018
413,마민에스정,타원형,하양,MS8,INB,202302877,정제,메딕스제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Op7YnEmKzz
414,마이녹실에스캡슐,장방형,갈색 노랑,현대약품 마이녹실S,,200903837,경질캡슐,현대약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706772283900015
415,마이렉스정,장방형,노랑,TG MG,,200600233,정제,태극제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NAT_bwba0W
416,마이메가100정,타원형,갈색,K.D,M,201701023,정제,광동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149693644717000038
417,마이메가플러스정,타원형,갈색,KDP,M,202301912,정제,광동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OeD8xwOrRg
418,마이믹스정,장방형,갈색,WMD,,201307379,정제,(주)휴온스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426713789400036
419,마이속정(탄산수소나트륨),원형,하양,B^S,,202301043,정제,(주)바스칸바이오제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1ObKPNYiUtA
420,마이어스콕골드정,타원형,살구,K.D,G,201006807,정제,광동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426523050600013
421,마이칼큐정 ,장방형,주황,MQ,,202300936,정제,명문제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OWap0p6EFC
422,마이파워정,장방형,갈색,PWT,,200904159,정제,화일약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6RSY
423,마이펜덱시연질캡슐(덱시부프로펜),타원형,파랑,MYDX,,202401765,연질캡슐,코오롱제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PEPKBUckUn
424,마이펜엑스정,원형,하양,KL,,202400920,정제,코오롱제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFsAMb
425,마이펜이부400연질캡슐(이부프로펜),타원형,파랑,MYIB,,202401488,연질캡슐,코오롱제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PEPKBUckTk
426,마크롱연질캡슐,장방형,갈색,LONG,,202202289,연질캡슐,코스맥스파마(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OMX5CPmM54
427,마투탑플러스연질캡슐,장방형,갈색,마투탑+,,201804504,연질캡슐,코스맥스파마(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MiQk9lOBvU
428,마하펜연질캡슐(아세트아미노펜),장방형,주황,마하펜,,201904215,연질캡슐,일양바이오팜(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mq-1T3NOzC
429,마하펜정500밀리그램(아세트아미노펜),장방형,하양,MHT,IB,202400157,정제,일양바이오팜(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFs9MQ
430,말레부틴정(트리메부틴말레산염),원형,하양,DID,DID,199001559,정제,하이플생명과학(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427718028200131
431,맘스폴릭정1000마이크로그램(폴산),원형,노랑,DC1,,201707545,정제,(주)동구바이오제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151525327782000076
432,맥덴타에프캡슐,장방형,파랑,MC MDF,,200806961,경질캡슐,맥널티제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427897731800068
433,맥세렌디정,원형,하양,MC,D3,202004542,정제,맥널티제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NUguTYAPr9
434,맥세렌비제트정,원형,하양,MC,B,202200765,정제,맥널티제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OBVa0o7buo
435,맥스디1000연질캡슐,타원형,빨강,TEM,,201405232,연질캡슐,(주)테라젠이텍스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426964205900079
436,맥스디스정,타원형,초록,HK,,201605694,정제,한국코러스(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148362363212600157
437,맥스원플러스연질캡슐,타원형,갈색,MSOP,,201803085,연질캡슐,아이큐어(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154039561327900044
438,맥스케어액트정,장방형,갈색,MCA,SI,202106002,정제,신일제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NvwvvpE2Ls
439,맥스케어정,타원형,갈색,SIMC,,202302996,정제,신일제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OolGzblOoO
440,맥스케어프리미엄정,장방형,노랑,SI MCPr,,201400143,정제,신일제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OZV2pPArlx
441,맥스타민메가맥스정,타원형,빨강,IHB,,202300661,정제,(주)일화,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OcIzQG1qim
442,맥스타민콘드로800정,장방형,갈색,IHP,M,202302870,정제,(주)일화,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFs9bc
443,맥스타민프리미엄정,타원형,갈색,IH MP,,201501557,정제,(주)일화,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149805864617300081
444,맥스텐정,장방형,초록,WK77,,200700917,정제,오스틴제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152216525755800073
445,맥스펜정(덱시부프로펜),장방형,하양,WK21,,200201695,정제,오스틴제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Orz9gcUHmE
446,맥시라민에이정,타원형,주황,ID,ma,201600573,정제,일동제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427188404700027
447,맥시부펜이알정300밀리그램(덱시부프로펜) ,장방형,하양,MX,,200710817,정제,한미약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6Dtt
448,맥시쿨펜연질캡슐(덱시부프로펜),타원형,파랑,KS MC,,200904632,연질캡슐,(주)에이프로젠바이오로직스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PV-xbWHX_k
449,맥쎈연질캡슐(나프록센),타원형,초록,MXN,,201404850,연질캡슐,코스맥스파마(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151982834805500098
450,맥타정,원형,갈색,CA MA,,200003493,정제,조아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427753862000099
451,맥페롤에프연질캡슐,장방형,갈색,CMP MEF,,201604251,연질캡슐,코스맥스파마(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147759738064000180
452,머슬펜에프정,장방형,하양,KY15,,202303088,정제,한국신텍스제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Otfi5Stu7K
453,머시론정,원형,하양,MCL,ALV,200009522,정제,알보젠코리아(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MpYN6WeYa0
454,멀티블루에프정,원형,파랑,LP,,202300911,정제,(주)라이트팜텍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Obcgp6vnyB
455,멀티속정,원형,초록,IYK,,202400177,정제,일양약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P3diGKSDMC
456,멀티아민정,장방형,갈색,MTS,,200808195,정제,(주)마더스제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427931156600008
457,메가골드비타정,타원형,갈색,MGA,,201504791,정제,(유)한풍제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149085627668800011
458,메가골드플러스정,장방형,갈색,MGP,,201801177,정제,한국코러스(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153339724594600097
459,메가바이정,타원형,갈색,MGV,,201503839,정제,부광약품(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149875082827600025
460,메가벤포큐정,타원형,갈색,MBQ,,202401203,정제,메딕스제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PT2fGfm5H2
461,메가본정,장방형,갈색,DID,B4,202203147,정제,하이플생명과학(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OMX5CPmM5_
462,메가비액티브정,장방형,주황,DS,VB,201707030,정제,동성제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151308878099700120
463,메가비콤정,장방형,갈색,K S,M B,201306969,정제,(주)에이프로젠바이오로직스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Nk2K_piklC
464,메가원정 ,타원형,갈색,UX,,202106143,정제,하나제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Np7Ycc71UJ
465,메가원플러스정,타원형,빨강,HNV,,202400366,정제,하나제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFs8dk
466,메가콘600정,장방형,갈색,KBP,CHD,201803248,정제,(주)경보제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Of5opuN51Q
467,메가콘로엠정,타원형,주황,MJ82,,202401073,정제,(주)마더스제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFs5Uq
468,메가콘사민-에프연질캡슐,장방형,빨강,ET-JF,,201109826,연질캡슐,(주)테라젠이텍스,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661645880000075
469,메가클린연질캡슐,타원형,빨강,MMG,,201105149,연질캡슐,명문제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6LHm
470,메가토스씨정,장방형,갈색,TG,MGC,200902450,정제,태극제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427960430900067
471,메가트루액티브정,타원형,분홍,B-AT,YH,201700510,정제,(주)유한양행,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148975427410700133
472,메가파워정,타원형,빨강,YH,MG,200712481,정제,(주)유한양행,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427814578200038
473,메디다제정,장방형,초록,CAMD,,200712375,정제,조아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N9r98JmPPQ
474,메디알정500mg(알마게이트),장방형,하양,SPP-A,,201801676,정제,에스피씨(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153814921631300067
475,메디오스정600밀리그램(디오스민),원형,분홍,MDS,600,202301403,정제,메딕스제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oacf40i6hr
